geolocation_zip_code_prefix;geolocation_lat;geolocation_lng;geolocation_city;geolocation_state
12239;-23.271727290754185;-45.8966430244274;sao jose dos campos;SP
14801;-21.80861464056051;-48.15688819932283;araraquara;SP
11730;-24.13392389388697;-46.70153439571629;mongaguá;SP
12421;-22.94975260957183;-45.46664250643915;pindamonhangaba;SP
22450;-22.983661833198656;-43.23147733749784;rio de janeiro;RJ
71625;-15.832595997507928;-47.87011993467249;brasilia;DF
96450;-30.96461163038368;-54.67666774333339;dom pedrito;RS
4616;-23.61828330697094;-46.67492950375091;sao paulo;SP
44600;-12.15796569114958;-39.74125734585359;ipirá;BA
83606;-25.44805373910377;-49.5330034710456;campo largo;PR
3975;-23.61025751817764;-46.48774726770149;sao paulo;SP
36201;-21.223207866825465;-43.79183159411855;barbacena;MG
30516;-19.9472416769289;-43.99069706815154;belo horizonte;MG
53530;-7.9188122899764;-34.93195445094176;abreu e lima;PE
35460;-20.09044127503176;-43.98827514440171;brumadinho;MG
41810;-12.988993436497504;-38.46029103007077;salvador;BA
54505;-8.287656873708858;-35.0381013573489;cabo de santo agostinho;PE
62370;-4.054179536491952;-40.86040677194368;são benedito;CE
40445;-12.93951002775692;-38.50184595198797;salvador;BA
55530;-8.582790070861952;-35.38964951990491;gameleira;PE
4249;-23.61796208235843;-46.59653593837867;são paulo;SP
77018;-10.247355729962347;-48.3467182168061;palmas;TO
45930;-18.055925391413016;-39.5332628019995;mucuri;BA
65042;-2.5406734874092893;-44.290893429541015;sao luis;MA
4135;-23.60881924701369;-46.62375309977495;sao paulo;SP
35450;-20.249749016433068;-43.81043529147477;itabirito;MG
1455;-23.578557338882806;-46.68895384554789;sao paulo;SP
70670;-15.799526999999994;-47.91821849999998;brasilia;DF
2915;-23.502274355123063;-46.7046912954495;sao paulo;SP
6653;-23.547304910473716;-46.92313063199375;itapevi;SP
9971;-23.723606782864348;-46.62159862378849;diadema;SP
3013;-23.535765690716;-46.610243993102685;sao paulo;SP
96425;-31.3495070613972;-54.12530632414124;bagé;RS
27542;-22.463615389116537;-44.44748403912524;resende;RJ
35540;-20.69366895173067;-44.82923399999999;oliveira;MG
74825;-16.716053999999946;-49.24848499999996;goiania;GO
47740;-12.761874250104086;-43.94960008357621;serra dourada;BA
65057;-2.5609806965747786;-44.23120963567509;sao luis;MA
67125;-1.3427930709582954;-48.40726639864184;ananindeua;PA
26221;-22.759299402206118;-43.44246697345796;nova iguaçu;RJ
12522;-22.7764681089748;-45.14777473042544;guaratingueta;SP
27923;-22.39129073290476;-41.779706596381935;macae;RJ
5849;-23.649432494931595;-46.7546128147902;sao paulo;SP
30240;-19.92416706994057;-43.91647950666509;belo horizonte;MG
44380;-12.677526008386256;-39.098882831140656;cruz das almas;BA
5766;-23.630314701766626;-46.75349583952255;sao paulo;SP
39723;-18.849355578690925;-42.29110946066805;sao geraldo da piedade;MG
3319;-23.546240991373;-46.569499710802646;sao paulo;SP
3434;-23.56273923674192;-46.53262896419299;sao paulo;SP
98870;-28.0361210151072;-54.351478647597176;girua;RS
3263;-23.588656910352583;-46.54752353996194;sao paulo;SP
6462;-23.47933263962854;-46.80516931981428;barueri;SP
96540;-29.609714999999944;-53.19684799999996;agudo;RS
41181;-12.955723154221303;-38.43728238868043;salvador;BA
17350;-22.52478667486916;-48.56515467179324;igaracu do tiete;SP
12922;-22.927568575049587;-46.569340514452605;braganca paulista;SP
18117;-23.582001194846733;-47.460889761296194;votorantim;SP
9855;-23.732643531219377;-46.58865271827583;sao bernardo do campo;SP
82530;-25.42672177629982;-49.24044947155059;curitiba;PR
37750;-21.679632690686123;-45.92336669891124;machado;MG
2460;-23.493089428346185;-46.63440671542066;sao paulo;SP
59064;-5.826798305873082;-35.221134379021535;natal;RN
72215;-15.835439245569606;-48.09725957974509;brasilia;DF
40140;-13.00825234129234;-38.52602102102067;salvador;BA
79010;-20.45262823065373;-54.60530731626178;campo grande;MS
90410;-30.04350985152052;-51.18802055912053;porto alegre;RS
60415;-3.756075891894704;-38.52598965985349;fortaleza;CE
35500;-20.14068469699654;-44.89247279148511;divinopolis;MG
8421;-23.569522137255326;-46.41749383686256;sao paulo;SP
3220;-23.604238560101475;-46.52487607715393;sao paulo;SP
16018;-21.223262754201752;-50.43224723919837;araçatuba;SP
99200;-28.85348172825737;-51.88765200750233;guapore;RS
13920;-22.73748001740821;-46.88945147350107;pedreira;SP
31170;-19.88529711740433;-43.92227108076061;belo horizonte;MG
75064;-16.288559180800885;-48.96595545060152;anapolis;GO
85863;-25.519543788262578;-54.57472531649979;foz do iguacu;PR
80540;-25.40724960061169;-49.25668892867446;curitiba;PR
21210;-22.84015787148716;-43.3081863388828;rio de janeiro;RJ
6086;-23.531706140070995;-46.78649707671852;osasco;SP
48490;-11.785411002980943;-38.35189781594635;inhambupe;BA
49100;-10.973225999999949;-37.21465249999997;são cristóvão;SE
60415;-3.7547704021582735;-38.52697369080737;fortaleza;CE
21670;-22.84888789148247;-43.37531758979164;rio de janeiro;RJ
17510;-22.193422516147727;-49.950069610272536;marilia;SP
12020;-23.023680515851897;-45.56095901229612;taubate;SP
26255;-22.757468316375352;-43.46117039683623;nova iguacu;RJ
6665;-23.554924644929383;-46.94895028895595;itapevi;SP
99440;-29.09162928480095;-53.20717141340516;salto do jacui;RS
85603;-26.04995257946567;-53.04460334265973;francisco beltrao;PR
6410;-23.503287559087443;-46.86668530196933;barueri;SP
68456;-3.765562259329857;-49.67355948136482;tucurui;PA
9861;-23.695010697183992;-46.58192358442555;sao bernardo do campo;SP
13405;-22.71605244852552;-47.67288349668178;piracicaba;SP
9950;-23.684910332643863;-46.588204330268525;diadema;SP
48700;-11.658085809243282;-39.00578639089321;serrinha;BA
85660;-25.72860848566288;-53.06217835007729;dois vizinhos;PR
27943;-22.377552500566843;-41.78360164528928;macae;RJ
68638;-4.771799052377011;-48.061991390821206;rondon do para;PA
26135;-22.75286064528894;-43.41084083641722;belford roxo;RJ
4904;-23.67655174211083;-46.73919188683376;sao paulo;SP
38302;-18.97924597439092;-49.435840051025615;ituiutaba;MG
89280;-26.24869596809559;-49.38427062477389;são bento do sul;SC
91130;-30.00674451788917;-51.13299963044608;porto alegre;RS
11707;-24.04895262488876;-46.53411148239479;praia grande;SP
67130;-1.3970776857575455;-48.38533819974739;ananindeua;PA
8597;-23.457350820500192;-46.3278076162459;itaquaquecetuba;SP
31255;-19.87496468748914;-43.952597999451726;belo horizonte;MG
4311;-23.632169259507176;-46.63951731196261;sao paulo;SP
30170;-19.919788681998757;-43.94578636058907;belo horizonte;MG
8160;-23.504817489035734;-46.41464157799064;sao paulo;SP
2135;-23.499070581346828;-46.5901081849891;sao paulo;SP
3305;-23.54662481432853;-46.57787783556458;sao paulo;SP
3504;-23.53527444240868;-46.53886260115995;sao paulo;SP
21371;-22.852051994171617;-43.31700018927816;rio de janeiro;RJ
1205;-23.540422285042407;-46.639694812799306;sao paulo;SP
15470;-20.39396676018104;-49.434438668849225;palestina;SP
77020;-10.190177436391057;-48.30452895408224;palmas;TO
18079;-23.42454328540717;-47.46754993676428;sorocaba;SP
5143;-23.49735711874558;-46.72263828776606;são paulo;SP
22450;-22.97757483625708;-43.22550033276596;rio de janeiro;RJ
63140;-6.873424617817741;-39.87227230658284;assare;CE
24451;-22.827721610068743;-43.020965771658055;sao goncalo;RJ
83414;-25.28503167748237;-49.22992244891029;colombo;PR
27273;-22.52448438601776;-44.14256196750416;volta redonda;RJ
66095;-1.4293031389855286;-48.4596004726886;belem;PA
80045;-25.424501563419696;-49.251263185959935;curitiba;PR
2353;-23.45374695863261;-46.60672469975802;sao paulo;SP
96760;-30.66898243927257;-51.40082049154128;tapes;RS
90630;-30.04501965168213;-51.18603233568015;porto alegre;RS
13846;-22.340558417043763;-46.95011942684658;mogi guaçu;SP
30130;-19.944457071614007;-43.9228662685382;belo horizonte;MG
12503;-22.82558255118059;-45.18918414654394;guaratingueta;SP
65320;-4.293853172096679;-45.24301267770426;vitorino freire;MA
9110;-23.668278767608104;-46.50539411374916;santo andre;SP
75440;-16.434238869064696;-49.384017753231575;brazabrantes;GO
82115;-25.38325767904018;-49.2935026623819;curitiba;PR
70755;-15.76105196482985;-47.88881694340835;brasilia;DF
57970;-8.945079254264549;-35.662362427185904;novo lino;AL
13700;-21.77802134392498;-47.076237120690266;casa branca;SP
96930;-29.68275390657057;-52.810097627836;candelaria;RS
18147;-23.429756424581523;-47.06593989306484;araçariguama;SP
28020;-21.7782395950789;-41.3026040254305;campos dos goytacazes;RJ
14405;-20.530686417269397;-47.41260171255712;franca;SP
71939;-15.83852571856428;-48.017797905764944;brasília;DF
6730;-23.62922589592987;-47.01713225699292;vargem grande paulista;SP
38041;-19.79478336303304;-47.91396553872121;uberaba;MG
13142;-22.792498098503177;-47.19226191667622;paulínia;SP
14870;-21.25511586022576;-48.31187323640511;jaboticabal;SP
84620;-26.017718733952638;-51.35601900168778;cruz machado;PR
13087;-22.852963984739254;-47.04969311788725;campinas;SP
90230;-30.011027407149932;-51.19757257715393;porto alegre;RS
29110;-20.35324921683316;-40.3178374784543;vila velha;ES
28970;-22.84991470179142;-42.25573123406436;araruama;RJ
23560;-22.89979814378508;-43.70343883148836;rio de janeiro;RJ
4330;-23.65744992423104;-46.64720095475793;sao paulo;SP
44063;-12.280587580068126;-38.95895129516995;feira de santana;BA
16901;-20.89430745406544;-51.38419050513588;andradina;SP
79560;-18.805101505965325;-52.61541891296087;chapadão do sul;MS
79990;-23.10562999999996;-55.22587999999996;amambai;MS
3564;-23.536484392723207;-46.4958664052167;são paulo;SP
85410;-24.52456827694271;-53.2588126909323;nova aurora;PR
70272;-15.822586229248806;-47.90402334826496;brasilia;DF
26385;-22.700620329920184;-43.54305985721683;queimados;RJ
21215;-22.82916084485541;-43.298932745772944;rio de janeiro;RJ
41650;-12.93746193533955;-38.38363927629981;salvador;BA
14960;-21.463373007394768;-49.23022624012102;novo horizonte;SP
17380;-22.28459311962603;-48.137928637111166;brotas;SP
5041;-23.523954485429044;-46.69159419317327;sao paulo;SP
66080;-1.452983807581529;-48.46172096818432;belem;PA
60842;-3.824439580983685;-38.50278369457518;fortaleza;CE
40150;-12.997503372753336;-38.51711469192348;salvador;BA
3982;-23.610229512349253;-46.5148781924808;sao paulo;SP
7084;-23.431649951151243;-46.5512757747706;guarulhos;SP
40140;-13.00499111548419;-38.52852731168289;salvador;BA
94150;-29.93162878602029;-51.03188198842926;gravatai;RS
25620;-22.510018725689857;-43.17725950785955;petrópolis;RJ
11750;-24.272630518177625;-46.93297513113857;peruibe;SP
4333;-23.661578503750903;-46.64464032930353;sao paulo;SP
93347;-29.67794706477603;-51.164963054543534;novo hamburgo;RS
95099;-29.179523604469203;-51.1964291373411;caxias do sul;RS
31010;-19.915424256448755;-43.91164180252755;belo horizonte;MG
89062;-26.82663179516995;-49.08372321440935;blumenau;SC
8031;-23.51000811019097;-46.4291000523112;sao paulo;SP
12520;-22.796677786734733;-45.177191536761455;guaratingueta;SP
40296;-12.991818815468692;-38.48431325948218;salvador;BA
3111;-23.563378791563267;-46.60324658895493;sao paulo;SP
4575;-23.608243330832728;-46.692837654048056;são paulo;SP
19400;-21.875058;-51.85032075;presidente venceslau;SP
96450;-30.986049956036485;-54.67313917585408;dom pedrito;RS
45991;-17.523638661441947;-39.769702206531626;teixeira de freitas;BA
63160;-7.093783716134632;-40.028101371367086;potengi;CE
47150;-10.993214999999946;-44.56428649999995;santa rita de cassia;BA
44001;-12.252023496537545;-38.95497033527613;feira de santana;BA
37660;-22.55548584478535;-45.783841119475966;paraisópolis;MG
22221;-22.929429048848743;-43.17937393352189;rio de janeiro;RJ
85906;-24.716986052896296;-53.722027660059126;toledo;PR
16015;-21.207736257285475;-50.42991945712386;aracatuba;SP
18800;-23.188690005616856;-49.39490239241792;piraju;SP
57084;-9.562567222315192;-35.72912890161001;maceio;AL
66065;-1.4642424244039332;-48.47814010491084;belem;PA
13610;-22.189407503344984;-47.39068009306234;leme;SP
37902;-20.740701518157937;-46.60699106935472;passos;MG
6090;-23.538226058543486;-46.77545930607469;osasco;SP
30431;-19.933267212043408;-43.96703339840735;belo horizonte;MG
95200;-28.512934299947183;-50.95220244276933;vacaria;RS
12380;-23.399940132354505;-45.88473569792826;santa branca;SP
24890;-22.72738949851418;-42.719926736430565;tangua;RJ
3237;-23.59539756425642;-46.55163738273989;são paulo;SP
13334;-23.084746732442746;-47.19752960144841;indaiatuba;SP
80040;-25.418227368861437;-49.253752456287145;curitiba;PR
36500;-21.116166262048647;-42.95630489251289;uba;MG
30160;-19.92243120122337;-43.93812425630451;belo horizonte;MG
15503;-20.40013126571549;-49.96697862987334;votuporanga;SP
77704;-8.971361742254063;-48.18928517807343;tupirama;TO
23825;-22.875511499999995;-43.81735499999999;itaguai;RJ
96010;-31.77275439800333;-52.33494109686077;pelotas;RS
65068;-2.491039292749728;-44.22201213456332;sao luis;MA
80050;-25.435507485140587;-49.25047008090485;curitiba;PR
91530;-30.06812786955392;-51.15446219859762;porto alegre;RS
84530;-25.379775237782567;-50.47267122439504;teixeira soares;PR
22770;-22.931853830976955;-43.35987248987245;rio de janeiro;RJ
98700;-28.38798649591831;-53.91419977261777;ijui;RS
82015;-25.41134139439665;-49.32445628864909;curitiba;PR
9350;-23.679375894252424;-46.445780461019005;maua;SP
3938;-23.60049085206877;-46.50176973980032;são paulo;SP
56260;-7.650054727360703;-40.14917206227058;ipubi;PE
32044;-19.904771416023824;-44.09296753724;contagem;MG
15480;-20.186217;-49.35087675;orindiuva;SP
57025;-9.67355219161343;-35.75787371956842;maceio;AL
29309;-20.826250521605186;-41.12226854062998;cachoeiro de itapemirim;ES
86420;-23.424116856397813;-49.71703445305513;carlopolis;PR
76550;-13.442333251427478;-49.155917729142125;porangatu;GO
23894;-22.74133716617636;-43.702659734615935;seropedica;RJ
40265;-12.975613318736752;-38.48020910071958;salvador;BA
45585;-14.2843769698301;-39.84316665160523;itagiba;BA
28470;-21.468438548700878;-42.0362960044876;santo antonio de padua;RJ
4514;-23.60150267583237;-46.67007051581171;são paulo;SP
26112;-22.74828997284945;-43.40270155926185;belford roxo;RJ
7987;-23.28688323860109;-46.711615787235424;francisco morato;SP
11250;-23.835202250072108;-46.1367625963125;bertioga;SP
5628;-23.59814244962204;-46.73116902692019;sao paulo;SP
53437;-7.9272876181192515;-34.83042878758339;paulista;PE
51111;-8.107774910352589;-34.889869382739896;recife;PE
39705;-18.541360506537423;-42.75914478623352;sao joao evangelista;MG
5756;-23.623785796006665;-46.749565817242726;sao paulo;SP
14405;-20.53407993519293;-47.41074440455901;franca;SP
83980;-25.987346590102437;-50.19897220439501;antonio olinto;PR
29056;-20.301461999999997;-40.29859350000001;vitoria;ES
47850;-12.089301097552484;-45.79752993598409;luis eduardo magalhaes;BA
17120;-22.457438067944278;-48.99232860057128;agudos;SP
64230;-3.1818448641703068;-41.868127226042304;buriti dos lopes;PI
9811;-23.729020492353943;-46.55718444754456;sao bernardo do campo;SP
5350;-23.574138432973623;-46.763902964885474;sao paulo;SP
72325;-15.88539057403891;-48.12537242596108;brasilia;DF
1239;-23.54574501526344;-46.65600846517394;sao paulo;SP
89850;-26.731289435237297;-52.72001149396612;quilombo;SC
15820;-21.09780449385237;-48.66884956087101;pirangi;SP
45028;-14.862360185123208;-40.82251888703905;vitoria da conquista;BA
29055;-20.3078152512864;-40.29501430830528;vitoria;ES
37550;-22.233372006028432;-45.93036093751049;pouso alegre;MG
21220;-22.84469897362805;-43.31595958312653;rio de janeiro;RJ
12030;-23.026473850355806;-45.579756870455896;taubate;SP
16400;-21.667592072462856;-49.75913178244512;lins;SP
90450;-30.02277779156327;-51.18575158924338;porto alegre;RS
85140;-25.56808236477706;-52.04867577275344;candói;PR
18608;-22.868514367187984;-48.45896897821569;botucatu;SP
3548;-23.540828291419043;-46.51230345865307;são paulo;SP
86470;-23.436706662610007;-50.24847505914977;jundiaí do sul;PR
5717;-23.635291222863444;-46.73419074216626;sao paulo;SP
99010;-28.23931865095729;-52.37312208664704;passo fundo;RS
35960;-19.961642999999945;-43.406071999999966;santa barbara;MG
17560;-22.2172424587747;-49.82687621617903;vera cruz;SP
40260;-12.974434938860828;-38.48473178573683;salvador;BA
37505;-22.419599518901627;-45.469546361482045;itajuba;MG
6785;-23.63456203303705;-46.80405799985577;taboao da serra;SP
68773;-1.038966035138118;-47.91063258254747;terra alta;PA
37800;-21.31465754593455;-46.691832807807664;guaxupe;MG
3572;-23.574334452680457;-46.50181676172888;sao paulo;SP
20520;-22.924876451583945;-43.22463686190787;rio de janeiro;RJ
37200;-21.23279099999999;-45.00070199999999;lavras;MG
14115;-21.4965872915442;-48.03460285994004;guatapara;SP
75490;-15.940182794080462;-49.2614091435008;sao francisco de goias;GO
28085;-21.727235214304773;-41.30069562800965;campos dos goytacazes;RJ
7180;-23.449978988467773;-46.464820096712245;guarulhos;SP
8674;-23.54331186037473;-46.3102586440441;suzano;SP
91215;-30.03670542270184;-51.14397184499965;porto alegre;RS
13181;-22.820332793594165;-47.284243661032;sumare;SP
7793;-23.42118540182145;-46.82376633924507;cajamar;SP
81320;-25.47727317456296;-49.32436710519932;curitiba;PR
21371;-22.852657236193647;-43.32242718818164;rio de janeiro;RJ
4576;-23.612040607276786;-46.69434012031851;sao paulo;SP
14940;-21.74289888788636;-48.83851550394863;ibitinga;SP
14780;-20.56127624202203;-48.56536609325409;barretos;SP
98920;-27.62805000864166;-54.30733390746721;horizontina;RS
38320;-18.857330325032738;-50.12646624331416;santa vitoria;MG
57055;-9.636146505667028;-35.73987138886771;maceio;AL
9250;-23.628041234808663;-46.51438479641069;santo andre;SP
60410;-3.7594914096600967;-38.540426987650754;fortaleza;CE
76963;-11.420376049669676;-61.45457409535293;cacoal;RO
3931;-23.58075552844941;-46.496151;sao paulo;SP
36035;-21.754771376074785;-43.382713447544575;juiz de fora;MG
11621;-23.77272001173276;-45.68355709466167;sao sebastiao;SP
88215;-27.144239164868104;-48.50482983472786;bombinhas;SC
6540;-23.458347682037378;-46.88237951663011;santana de parnaiba;SP
4829;-23.72905841520337;-46.7106181299994;são paulo;SP
26381;-22.690020253197247;-43.57267135390023;queimados;RJ
36402;-20.657061872143498;-43.77940129979439;conselheiro lafaiete;MG
1423;-23.5645537060708;-46.66193105300368;são paulo;SP
9862;-23.698443762132907;-46.58451992561604;são bernardo do campo;SP
13479;-22.761191051885213;-47.26124524152994;americana;SP
29800;-18.75460418217406;-40.89295395319815;barra de sao francisco;ES
16800;-21.13169609548387;-51.1058906615361;mirandopolis;SP
97050;-29.689914290582323;-53.80199635414625;santa maria;RS
14020;-21.195766718016024;-47.805989946015366;ribeirao preto;SP
97900;-28.15439504287256;-54.719863954633546;cerro largo;RS
87490;-23.467885191513613;-53.08887539631654;nova olimpia;PR
18136;-23.54166437545561;-47.13384834618909;sao roque;SP
75901;-17.80036178772808;-50.93765830423307;rio verde;GO
30775;-19.899740850395336;-43.96895230405674;belo horizonte;MG
37928;-20.249527266772574;-46.36731260696749;sao roque de minas;MG
5187;-23.44377901748514;-46.75209928642738;sao paulo;SP
9400;-23.713482857801825;-46.4134333485124;ribeirao pires;SP
13050;-22.928062282277967;-47.08503120945911;campinas;SP
13212;-23.173270722719224;-46.96716527130816;jundiai;SP
68372;-3.21957478932496;-52.21965952400018;altamira;PA
28950;-22.772385682841087;-41.902950933249926;buzios;RJ
4301;-23.630359578683144;-46.62764080154658;sao paulo;SP
26210;-22.75864105613905;-43.45154369197135;nova iguacu;RJ
11660;-23.627949749403708;-45.41863610263936;caraguatatuba;SP
38745;-18.925788601098823;-46.96186679219869;patrocinio;MG
4313;-23.64409571102041;-46.64104988064159;sao paulo;SP
75780;-17.478479999999944;-48.02956099999997;ipameri;GO
13148;-22.786644726384047;-47.10608854644455;paulinia;SP
12321;-23.29927177227081;-45.98187890154759;jacarei;SP
5460;-23.549998129086763;-46.71161482323952;sao paulo;SP
80530;-25.41705961143172;-49.26832964697893;curitiba;PR
97020;-29.69930633558522;-53.82689161905766;santa maria;RS
6900;-23.85072550801623;-46.82122782334199;embu-guaçu;SP
5396;-23.57711613405277;-46.76755933749783;sao paulo;SP
29100;-20.33206099673968;-40.29238444384675;vila velha;ES
9620;-23.66598146185572;-46.56908569080734;sao bernardo do campo;SP
79903;-22.504698044384863;-55.704627933310974;ponta pora;MS
21230;-22.828918713312813;-43.31998328045477;rio de janeiro;RJ
65213;-3.295777093848508;-45.171239237705535;penalva;MA
3803;-23.49498117897545;-46.48538989308728;sao paulo;SP
37600;-22.607553619319205;-46.06776167330592;cambui;MG
20511;-22.934016;-43.244685;rio de janeiro;RJ
4534;-23.583566316117544;-46.67105139439666;sao paulo;SP
3548;-23.539172605603348;-46.51038629156327;sao paulo;SP
15390;-20.642847120748915;-51.50194982971915;itapura;SP
14093;-21.179741479600665;-47.73953512975359;ribeirão preto;SP
76857;-10.403506911002284;-65.32771599063075;nova mamoré;RO
40270;-12.970397521295924;-38.48438357121606;salvador;BA
9371;-23.66569884901035;-46.48402130858707;maua;SP
18680;-22.5983564058902;-48.79984086416397;lencois paulista;SP
23055;-22.91359871050018;-43.58170144504414;rio de janeiro;RJ
6162;-23.553665967539867;-46.81198894878533;osasco;SP
76997;-13.20279695144247;-60.82060326126165;cerejeiras;RO
22221;-22.931058616134923;-43.1910050656414;rio de janeiro;RJ
1405;-23.56441851734091;-46.6545027356454;sao paulo;SP
4302;-23.62206437607479;-46.63378445337296;sao paulo;SP
88020;-27.59482549624909;-48.54527158673321;florianopolis;SC
3222;-23.58549057646145;-46.56186418122805;sao paulo;SP
87710;-23.09757511180573;-52.484383121652805;paranavai;PR
2310;-23.473972121011013;-46.60069184624041;são paulo;SP
49055;-10.914241481838824;-37.06307029985048;aracaju;SE
72220;-15.832474705846517;-48.10866026674885;brasilia;DF
88355;-27.073586999999947;-48.90949549999996;brusque;SC
47800;-12.139357776953217;-44.97552894263177;barreiras;BA
38412;-18.960161881238765;-48.29270720912224;uberlandia;MG
66023;-1.4588728552487504;-48.4975605080357;belem;PA
18130;-23.53848139083681;-47.13561247723564;sao roque;SP
7500;-23.32382075723093;-46.24001028494582;santa isabel;SP
15084;-20.83181111641809;-49.381036123875184;sao jose do rio preto;SP
17290;-22.501484853936464;-48.716046803564296;macatuba;SP
13343;-23.09546297668648;-47.20399134540367;indaiatuba;SP
22775;-22.95920087492628;-43.385020058543056;rio de janeiro;RJ
2037;-23.499117503462447;-46.62331957507647;sao paulo;SP
97544;-29.788433243783174;-55.80840838739188;alegrete;RS
17501;-22.221642765529285;-49.94583022907872;marilia;SP
6420;-23.515128412483584;-46.89536737563106;barueri;SP
84266;-24.329821170471423;-50.635042533552266;telemaco borba;PR
4782;-23.69066643075192;-46.70391215514457;sao paulo;SP
35162;-19.45496943075192;-42.556961986121536;ipatinga;MG
5416;-23.565719357204664;-46.68473787982571;são paulo;SP
12327;-23.298333393805983;-45.9731803939753;jacarei;SP
49010;-10.915000478792605;-37.05236002553522;aracaju;SE
96077;-31.75464927866576;-52.307008266576304;pelotas;RS
83430;-25.343812136827424;-49.09025416913541;campina grande do sul;PR
81230;-25.459044926509325;-49.3291498513864;curitiba;PR
18890;-23.45354464159028;-49.405672493758665;taguai;SP
6543;-23.47696974992788;-46.831300354434696;santana de parnaíba;SP
83600;-25.46054078166854;-49.53037085384862;campo largo;PR
12081;-23.026901050317957;-45.530837529186215;taubate;SP
28740;-22.07525447509243;-41.87504439211811;conceicao de macabu;RJ
13720;-21.58567350542894;-46.9067446303788;sao jose do rio pardo;SP
39402;-16.742848819115586;-43.82480743731959;montes claros;MG
71920;-15.830168867368837;-48.03338823227786;brasilia;DF
13232;-23.209783378392107;-46.770868560930914;campo limpo paulista;SP
88332;-27.01456373247532;-48.60586055925551;balneário camboriú;SC
23063;-22.898246389561866;-43.58672866214904;rio de janeiro;RJ
97578;-30.88883730472762;-55.4902106868152;sant'ana do livramento;RS
28380;-21.043122618973214;-41.972980220227925;natividade;RJ
85801;-24.957529273679025;-53.46568781412716;cascavel;PR
34012;-20.01437566750324;-43.83686898319611;nova lima;MG
20780;-22.900587170696483;-43.27567527517465;rio de janeiro;RJ
9040;-23.6599458373536;-46.5366446194818;santo andré;SP
15960;-21.190514850295607;-48.78954085615182;ariranha;SP
1141;-23.51929169969415;-46.66571964308378;sao paulo;SP
18076;-23.46638267929899;-47.47349092031036;sorocaba;SP
16050;-21.19996146914814;-50.43373023927531;aracatuba;SP
89295;-26.254807660291267;-49.53720936320211;rio negrinho;SC
22775;-22.965905556986492;-43.38999869671641;rio de janeiro;RJ
2863;-23.47333077407813;-46.67521380544172;sao paulo;SP
90030;-30.026650493219325;-51.22056108090485;porto alegre;RS
5399;-23.575505468752077;-46.77700458333887;sao paulo;SP
53635;-7.870704463788961;-34.90747166472386;igarassu;PE
28060;-21.72476197555505;-41.33242218527354;campos dos goytacazes;RJ
27323;-22.539740490705437;-44.16964008738753;barra mansa;RJ
93336;-29.699498169414014;-51.14097122753826;novo hamburgo;RS
9403;-23.69516203990256;-46.43791860424249;ribeirao pires;SP
3317;-23.54297297362805;-46.56391885720466;sao paulo;SP
2226;-23.479673280599;-46.574686168330544;sao paulo;SP
83504;-25.338593011656755;-49.27079112184772;almirante tamandare;PR
29060;-20.28230540940029;-40.29530359117663;vitória;ES
97541;-29.779319999999984;-55.79007999999993;alegrete;RS
30620;-19.977482021928544;-43.998757511800974;belo horizonte;MG
97200;-29.81993560093034;-53.375375380783446;restinga seca;RS
26580;-22.78596577347052;-43.41845864105485;mesquita;RJ
23075;-22.88553857497031;-43.61843240938276;rio de janeiro;RJ
1209;-23.541023870938904;-46.642209972935554;sao paulo;SP
4432;-23.68643411518263;-46.66393190743838;são paulo;SP
86130;-22.97075741398645;-51.2123997699438;bela vista do paraíso;PR
34001;-19.98849675569493;-43.84976900581494;nova lima;MG
20551;-22.914866776299824;-43.244161684026686;rio de janeiro;RJ
1409;-23.55753197668648;-46.65542037523808;sao paulo;SP
39401;-16.683634411357595;-43.87881600647773;montes claros;MG
73050;-15.648219841226918;-47.818277434142296;brasilia;DF
48020;-12.13122428421578;-38.41347261253039;alagoinhas;BA
6767;-23.616809050711897;-46.78359824799634;taboao da serra;SP
41207;-12.941936203620426;-38.44620929951462;salvador;BA
2268;-23.467968640494814;-46.59477462306949;sao paulo;SP
7073;-23.445128933666112;-46.559618973772274;guarulhos;SP
81900;-25.542763638351925;-49.29139473619366;curitiba;PR
19400;-21.87859511235009;-51.83749958244716;presidente venceslau;SP
82030;-25.39746638359456;-49.32712898901671;curitiba;PR
6286;-23.505984255357117;-46.770533337309786;osasco;SP
13472;-22.730856380518187;-47.31015855052218;americana;SP
83255;-25.621204126016725;-48.42208269355905;pontal do parana;PR
78135;-15.662502922009352;-56.13752666985977;varzea grande;MT
60831;-3.831394526982628;-38.46483919380946;fortaleza;CE
86025;-23.30087770858096;-51.1690454383693;londrina;PR
38660;-15.626040416322056;-46.42164807540721;buritis;MG
13104;-22.870871779906505;-46.96617507285475;campinas;SP
20725;-22.90276153310976;-43.28053556674904;rio de janeiro;RJ
1215;-23.53680135137629;-46.64718700943505;sao paulo;SP
98910;-27.77760877536124;-54.23529345487137;tres de maio;RS
8613;-23.53817579491868;-46.29297496707314;suzano;SP
81200;-25.43682715237461;-49.329229505135885;curitiba;PR
21220;-22.856897073835704;-43.30846472647013;rio de janeiro;RJ
4565;-23.607090534826057;-46.69496479294825;são paulo;SP
64081;-5.11022464803875;-42.739945150602345;teresina;PI
4080;-23.607611601996656;-46.66337448903573;sao paulo;SP
89203;-26.31943623980033;-48.8594510723065;joinville;SC
4012;-23.581828969473115;-46.64469361656763;sao paulo;SP
20270;-22.913862559524556;-43.21569815251884;rio de janeiro;RJ
